event_id,file,waveform_file,channel,event_start_time_ns,peak_time_ns,event_end_time_ns,event_duration_ns,peak_amplitude_mV,detection_threshold_mV,event_start_time_EFraw,event_peak_time_EFraw,event_end_time_EFraw,event_start_time_EFdynamic,event_peak_time_EFdynamic,event_end_time_EFdynamic,event_start_time_batch,event_peak_time_batch,event_end_time_batch,cycle_start_time,cycle_end_time,cycle_period_ns,cycle_index,phase,phase_EFraw,signal_amplitude_mV,snr,c1_peak_time_error_ns
C1_evt_02248,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2248104.4745,2248105.6209,2248107.1036,2.6291,19.6002,5.0523,2248104.7342,2248105.8806,2248107.3633,2248104.5125,2248105.6589,2248107.1416,2248104.3837,2248105.5301,2248107.0128,2247997.4992,2248986.6359,989.1366,2248,262.7837,266.0736,22.6541,5.6881,-1.2029
C1_evt_02249,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2249101.8745,2249102.9722,2249104.4432,2.5687,13.0668,3.6708,2249101.6689,2249102.7666,2249104.2377,2249101.8742,2249102.9719,2249104.4429,2249101.9795,2249103.0772,2249104.5483,2248995.9451,2250003.5584,1007.6133,2249,261.834,262.8131,15.9369,6.3958,-0.9681
C1_evt_02250,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2250142.5137,2250143.6656,2250145.1118,2.5981,23.1179,6.3868,2250142.3531,2250143.5051,2250144.9513,2250142.3851,2250143.5371,2250144.9832,2250142.6259,2250143.7779,2250145.224,2250019.5947,2251015.7928,996.1981,2250,267.9326,268.4794,27.0565,6.1736,-1.5212
C1_evt_02251,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2251106.4066,2251107.6559,2251109.3883,2.9817,24.2233,4.7169,2251106.386,2251107.6352,2251109.3677,2251106.4849,2251107.7342,2251109.4666,2251106.4239,2251107.6731,2251109.4056,2251004.15,2251991.9122,987.7623,2251,276.7516,276.14,25.9005,9.8337,-0.0475
C1_evt_02252,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2252121.6977,2252122.627,2252124.0029,2.3052,23.1901,6.4942,2252121.5799,2252122.5091,2252123.8851,2252121.7627,2252122.6919,2252124.0679,2252121.5937,2252122.523,2252123.8989,2252005.0376,2253009.2354,1004.1978,2252,291.1255,287.3535,27.8281,6.4727,1.1341
C1_evt_02253,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2253086.919,2253088.0279,2253089.2642,2.3452,24.9602,5.4756,2253087.0518,2253088.1608,2253089.397,2253086.8766,2253087.9855,2253089.2217,2253086.9402,2253088.0492,2253089.2854,2252989.2148,2253999.4462,1010.2314,2253,300.8409,300.9668,27.9235,6.8743,-0.1206
C1_evt_02254,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2254109.1979,2254110.3455,2254111.8763,2.6784,25.6995,7.1516,2254109.2335,2254110.3811,2254111.9119,2254109.2805,2254110.4281,2254111.9589,2254109.2332,2254110.3809,2254111.9117,2253990.4435,2254990.9947,1000.5513,2254,306.0463,305.56,31.1706,5.8705,-2.0557
C1_evt_02255,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2255129.5979,2255130.5626,2255132.1963,2.5984,31.7515,6.7645,2255129.7758,2255130.7405,2255132.3742,2255129.7111,2255130.6758,2255132.3095,2255129.5668,2255130.5315,2255132.1652,2255000.4745,2255995.9457,995.4713,2255,317.7775,313.2819,34.9941,8.6219,-1.6351
C1_evt_02256,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2256127.0635,2256128.3591,2256130.1238,3.0602,15.8097,3.4107,2256126.9596,2256128.2551,2256130.0198,2256127.0204,2256128.316,2256130.0806,2256127.1608,2256128.4564,2256130.2211,2256004.5061,2257007.1854,1002.6793,2256,314.375,314.7079,19.8858,8.1211,2.3091
C1_evt_02257,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2257136.2264,2257137.5697,2257139.4231,3.1967,39.0566,9.0058,2257136.0887,2257137.4319,2257139.2853,2257136.1934,2257137.5366,2257139.39,2257136.2498,2257137.5931,2257139.4465,2256987.5596,2257980.2565,992.6969,2257,318.6009,313.1037,46.2694,8.3722,2.551
C1_evt_02258,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2258143.814,2258145.0379,2258146.7403,2.9264,19.7245,4.2565,2258143.8258,2258145.0497,2258146.7521,2258143.7611,2258144.985,2258146.6874,2258143.8504,2258145.0744,2258146.7768,2257999.7068,2258995.8269,996.1201,2258,323.8469,323.7357,22.606,9.2116,-0.8219
C1_evt_02259,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2259149.5901,2259151.4418,2259153.1569,3.5668,23.4749,5.2084,2259149.8347,2259151.6864,2259153.4015,2259149.6702,2259151.522,2259153.2371,2259149.5025,2259151.3543,2259153.0694,2258997.6601,2259994.8159,997.1558,2259,332.1641,331.6977,31.0772,8.5236,1.6753
C1_evt_02260,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2260148.2494,2260149.323,2260150.6306,2.3812,25.2688,5.5635,2260148.2074,2260149.281,2260150.5886,2260148.2179,2260149.2915,2260150.5991,2260148.3183,2260149.3919,2260150.6995,2260001.8203,2260998.9246,997.1043,2260,339.3206,342.2767,33.1988,6.7119,-0.8662
C1_evt_02261,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2261137.4999,2261138.437,2261139.9438,2.444,15.0232,2.5555,2261137.6054,2261138.5426,2261140.0494,2261137.4297,2261138.3668,2261139.8736,2261137.385,2261138.3222,2261139.829,2260991.0838,2261980.4068,989.323,2261,346.3267,350.5438,20.1232,8.6949,-0.2681
C1_evt_02262,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2262156.8051,2262158.0438,2262159.9035,3.0985,16.8909,2.5,2262156.6137,2262157.8524,2262159.7122,2262156.6795,2262157.9182,2262159.7779,2262156.8866,2262158.1253,2262159.9851,2261993.5028,2262992.7939,999.2911,2262,8.4249,6.6632,20.1721,13.3705,0.0415
C1_evt_02263,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2263148.5532,2263150.0126,2263152.2246,3.6714,39.0077,8.9231,2263148.7582,2263150.2177,2263152.4296,2263148.5993,2263150.0587,2263152.2707,2263148.5673,2263150.0268,2263152.2387,2263007.7365,2264010.0142,1002.2777,2263,342.4294,343.6769,49.7429,7.8622,0.8027
C1_evt_02264,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2264184.8791,2264185.9789,2264187.7902,2.9111,26.8352,5.6677,2264184.6699,2264185.7697,2264187.581,2264184.7883,2264185.8881,2264187.6995,2264184.8734,2264185.9732,2264187.7846,2264001.4765,2265003.5778,1002.1013,2264,5.547,3.9674,35.188,8.2842,-0.5821
C1_evt_02265,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2265179.3807,2265180.458,2265181.6141,2.2334,26.3627,5.6237,2265179.4178,2265180.495,2265181.6511,2265179.502,2265180.5792,2265181.7353,2265179.4675,2265180.5447,2265181.7008,2264999.1629,2265997.8807,998.7179,2265,355.7301,352.4654,32.9222,6.4797,-0.73
C1_evt_02266,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2266204.39,2266205.8249,2266207.5394,3.1494,33.8121,7.8555,2266204.5294,2266205.9642,2266207.6788,2266204.4365,2266205.8713,2266207.5859,2266204.3862,2266205.8211,2266207.5356,2265990.5406,2266990.5961,1000.0554,2266,22.6474,23.0623,36.7533,7.7547,-0.5715
C1_evt_02267,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2267202.8941,2267204.0985,2267205.6384,2.7443,13.0452,3.0304,2267202.8111,2267204.0155,2267205.5554,2267202.9561,2267204.1605,2267205.7004,2267202.9008,2267204.1053,2267205.6452,2266989.0874,2267985.8637,996.7763,2267,28.9648,29.8507,17.5745,7.7273,1.5318
C1_evt_02268,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2268196.5974,2268197.7411,2268199.0865,2.4891,20.7196,3.9659,2268196.4291,2268197.5727,2268198.9182,2268196.6992,2268197.8429,2268199.1883,2268196.5534,2268197.697,2268199.0425,2268008.9121,2269017.8505,1008.9384,2268,21.7157,23.6328,27.4234,11.628,0.2469
C1_evt_02269,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2269251.3026,2269252.4391,2269253.9738,2.6713,20.8291,5.4757,2269251.1755,2269252.312,2269253.8468,2269251.4459,2269252.5825,2269254.1172,2269251.2552,2269252.3917,2269253.9265,2269000.8368,2270001.3578,1000.5211,2269,56.2105,58.6107,26.8168,5.8743,2.661
C1_evt_02270,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2270248.1972,2270249.5214,2270251.201,3.0038,28.7787,5.8073,2270247.981,2270249.3052,2270250.9847,2270248.2327,2270249.5569,2270251.2364,2270248.1484,2270249.4726,2270251.1522,2270019.7576,2271012.4835,992.7259,2270,62.3066,60.6679,38.4877,9.4816,1.1888
C1_evt_02271,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2271246.0948,2271247.3382,2271249.5517,3.4569,27.3582,5.2349,2271245.9676,2271247.211,2271249.4245,2271246.0949,2271247.3382,2271249.5518,2271246.0019,2271247.2452,2271249.4587,2271018.7423,2272012.2008,993.4585,2271,51.9618,54.0266,30.2509,6.9005,0.7451
C1_evt_02272,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2272205.2007,2272206.8039,2272208.578,3.3773,26.6224,5.1462,2272205.3295,2272206.9327,2272208.7068,2272205.358,2272206.9612,2272208.7352,2272205.2877,2272206.8909,2272208.665,2271990.8618,2272995.7973,1004.9354,2272,67.2891,66.2025,35.838,9.3731,-1.5879
C1_evt_02273,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2273221.5297,2273222.5486,2273223.9245,2.3949,20.049,5.292,2273221.5105,2273222.5295,2273223.9054,2273221.6918,2273222.7107,2273224.0866,2273221.4179,2273222.4369,2273223.8128,2272991.3626,2274001.3639,1010.0013,2273,97.8838,97.1545,25.2062,6.9633,-1.314
C1_evt_02274,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2274238.9315,2274240.4857,2274242.4744,3.5428,22.4393,5.1811,2274238.9145,2274240.4687,2274242.4573,2274239.0541,2274240.6083,2274242.5969,2274238.9588,2274240.513,2274242.5017,2274008.1672,2275011.237,1003.0699,2274,68.4721,65.0167,24.7274,9.3259,-0.4678
C1_evt_02275,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2275209.4747,2275210.8534,2275212.2952,2.8205,20.3816,4.3353,2275209.67,2275211.0488,2275212.4905,2275209.3681,2275210.7469,2275212.1886,2275209.5577,2275210.9365,2275212.3782,2274997.7684,2276008.6746,1010.9062,2275,74.0872,68.0936,26.8281,9.4148,-0.6841
C1_evt_02276,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2276216.047,2276217.316,2276218.9147,2.8676,31.7303,6.0947,2276215.8932,2276217.1622,2276218.7609,2276216.0237,2276217.2926,2276218.8913,2276216.1314,2276217.4004,2276218.9991,2275991.873,2276989.2257,997.3527,2276,99.2739,98.9592,38.8945,9.5515,-2.7643
C1_evt_02277,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2277229.463,2277230.6202,2277232.0503,2.5873,16.6019,4.5873,2277229.3206,2277230.4778,2277231.9079,2277229.352,2277230.5092,2277231.9393,2277229.4363,2277230.5935,2277232.0236,2277003.6117,2277997.8592,994.2475,2277,94.2331,93.6858,17.5622,6.3555,1.0905
C1_evt_02278,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2278235.4247,2278236.8703,2278238.512,3.0873,21.3759,4.9644,2278235.4527,2278236.8983,2278238.54,2278235.3525,2278236.7981,2278238.4398,2278235.498,2278236.9437,2278238.5853,2278005.1186,2278999.2552,994.1366,2278,99.2322,97.7338,23.5402,5.5318,-1.8202
C1_evt_02279,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2279225.9586,2279227.4539,2279228.9611,3.0026,26.5248,7.1346,2279226.0753,2279227.5706,2279229.0778,2279225.8433,2279227.3386,2279228.8458,2279225.891,2279227.3864,2279228.8936,2279003.3751,2279996.3453,992.9702,2279,103.5746,105.3321,29.4175,5.9272,0.7234
C1_evt_02280,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2280232.1085,2280233.2723,2280234.5257,2.4172,26.7382,6.4668,2280232.0742,2280233.238,2280234.4914,2280231.9421,2280233.1059,2280234.3593,2280232.156,2280233.3197,2280234.5731,2280008.2179,2281002.2587,994.0408,2280,110.7367,105.2549,35.8738,6.4294,-0.029
C1_evt_02281,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2281234.6107,2281236.0521,2281237.922,3.3113,20.2913,4.4588,2281234.8668,2281236.3083,2281238.1782,2281234.5758,2281236.0172,2281237.8871,2281234.6914,2281236.1328,2281238.0027,2281006.6214,2282005.0499,998.4285,2281,110.5295,111.439,24.2865,11.5073,-1.1278
C1_evt_02282,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2282199.5573,2282200.6509,2282202.0159,2.4586,34.1988,6.3121,2282199.5776,2282200.6712,2282202.0362,2282199.598,2282200.6916,2282202.0566,2282199.6201,2282200.7137,2282202.0787,2281992.308,2282991.9814,999.6734,2282,134.3308,134.8043,45.6129,7.7025,-1.6469
C1_evt_02283,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2283202.2551,2283203.1543,2283204.1626,1.9075,18.643,4.1318,2283202.3256,2283203.2248,2283204.2331,2283202.1386,2283203.0378,2283204.0461,2283202.3689,2283203.2681,2283204.2764,2282997.9257,2283999.6921,1001.7664,2283,149.4511,154.0029,23.3938,6.4563,2.0565
C1_evt_02284,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2284188.3472,2284189.4573,2284190.9322,2.585,24.1449,6.332,2284188.1418,2284189.2519,2284190.7269,2284188.176,2284189.2861,2284190.7611,2284188.2325,2284189.3426,2284190.8175,2283997.8874,2284988.5923,990.705,2284,153.406,155.8585,30.1024,7.6817,1.4023
C1_evt_02285,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2285206.7031,2285207.9555,2285209.2286,2.5255,23.8056,5.0523,2285206.6627,2285207.9151,2285209.1882,2285206.8517,2285208.104,2285209.3771,2285206.6878,2285207.9402,2285209.2133,2284996.6753,2285995.6973,999.022,2285,165.9833,170.8393,30.5745,8.9517,0.314
C1_evt_02286,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2286211.6557,2286212.7814,2286214.1772,2.5215,17.8683,3.937,2286211.5674,2286212.6931,2286214.0889,2286211.6388,2286212.7645,2286214.1603,2286211.5516,2286212.6772,2286214.0731,2286008.2651,2287016.8715,1008.6064,2286,143.675,142.5376,21.2916,7.3506,2.9366
C1_evt_02287,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2287195.1216,2287195.983,2287197.0934,1.9719,18.7029,4.2244,2287194.8872,2287195.7487,2287196.8591,2287194.9631,2287195.8246,2287196.935,2287195.0403,2287195.9017,2287197.0121,2287004.9474,2288014.9695,1010.0221,2287,155.2032,153.9382,25.2345,10.4626,1.7579
C1_evt_02288,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2288179.6213,2288180.5637,2288181.7437,2.1225,27.3205,5.956,2288179.4111,2288180.3535,2288181.5335,2288179.6485,2288180.5909,2288181.771,2288179.6266,2288180.569,2288181.749,2288004.0857,2289007.4027,1003.317,2288,180.535,183.4607,30.4079,8.1749,1.4167
C1_evt_02289,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2289166.6362,2289168.0319,2289169.8365,3.2003,21.4037,5.9438,2289166.8876,2289168.2833,2289170.0879,2289166.6975,2289168.0932,2289169.8978,2289166.561,2289167.9567,2289169.7614,2289004.5335,2290018.5194,1013.9859,2289,187.9281,186.5928,23.7061,7.0534,0.6383
C1_evt_02290,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2290140.2841,2290141.4617,2290142.878,2.5939,26.6542,5.2383,2290140.1626,2290141.3403,2290142.7565,2290140.4146,2290141.5923,2290143.0086,2290140.173,2290141.3507,2290142.7669,2289991.8245,2290993.0464,1001.2219,2290,195.4145,197.2572,32.5794,8.3328,0.6404
C1_evt_02291,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2291149.2231,2291150.311,2291151.7699,2.5468,25.3742,5.4614,2291149.2677,2291150.3556,2291151.8145,2291149.3579,2291150.4458,2291151.9047,2291149.2922,2291150.3801,2291151.839,2290990.456,2291995.6877,1005.2316,2291,184.3964,179.0876,27.0725,8.5145,-0.5338
C1_evt_02292,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2292162.2356,2292163.2947,2292164.611,2.3755,21.3489,5.5456,2292162.091,2292163.1501,2292164.4665,2292162.1181,2292163.1772,2292164.4936,2292162.2169,2292163.276,2292164.5924,2291997.0154,2292990.9591,993.9437,2292,195.7558,198.9063,26.7253,7.7846,-0.3706
C1_evt_02293,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2293149.2438,2293150.3852,2293151.9388,2.6951,29.4645,6.4042,2293149.3657,2293150.5071,2293152.0608,2293149.2518,2293150.3932,2293151.9469,2293149.1632,2293150.3046,2293151.8583,2293001.7139,2294009.5008,1007.7869,2293,207.3223,211.4124,37.9382,8.5542,0.1366
C1_evt_02294,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2294124.2407,2294126.0724,2294128.6883,4.4476,23.4349,4.0827,2294124.2479,2294126.0795,2294128.6955,2294124.1963,2294126.028,2294128.6439,2294124.1702,2294126.0019,2294128.6178,2294003.9909,2294995.0168,991.0259,2294,226.9778,228.5087,25.5778,10.9778,-1.7185
C1_evt_02295,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2295104.326,2295105.6107,2295107.116,2.79,33.1842,6.7256,2295104.5513,2295105.836,2295107.3413,2295104.3682,2295105.6529,2295107.1582,2295104.2429,2295105.5276,2295107.0329,2294992.357,2295993.7285,1001.3715,2295,239.98,239.334,37.1007,8.7541,-1.7961
C1_evt_02296,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2296149.2101,2296150.7925,2296153.0829,3.8729,25.2258,5.047,2296149.4756,2296151.058,2296153.3485,2296149.1359,2296150.7183,2296153.0088,2296149.2657,2296150.8482,2296153.1386,2296013.2713,2297013.9741,1000.7027,2296,234.2086,235.5781,31.3333,9.4349,0.3677
C1_evt_02297,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2297108.017,2297109.536,2297111.3993,3.3822,20.1769,5.1402,2297108.0239,2297109.5429,2297111.4061,2297108.1033,2297109.6223,2297111.4856,2297108.104,2297109.623,2297111.4862,2296996.5697,2297999.9575,1003.3877,2297,245.8492,247.2038,22.4854,6.8617,1.8551
C1_evt_02298,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2298130.5144,2298131.4916,2298132.9773,2.4629,8.0776,2.5,2298130.3003,2298131.2775,2298132.7632,2298130.6157,2298131.5929,2298133.0786,2298130.5522,2298131.5294,2298133.015,2298000.2079,2298997.1697,996.9619,2298,244.6223,248.8963,10.1035,6.6614,1.3664
C1_evt_02299,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2299109.4173,2299110.7982,2299113.0729,3.6556,28.0102,6.4282,2299109.6063,2299110.9872,2299113.2619,2299109.5909,2299110.9718,2299113.2464,2299109.4048,2299110.7857,2299113.0604,2299002.4993,2300007.482,1004.9827,2299,263.1056,265.8779,33.2555,7.7573,0.8531
C1_evt_02300,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2300120.5137,2300121.877,2300123.4623,2.9487,23.0316,4.7302,2300120.6,2300121.9634,2300123.5487,2300120.3869,2300121.7502,2300123.3355,2300120.566,2300121.9294,2300123.5147,2300005.2631,2301008.2199,1002.9567,2300,267.5801,263.7513,29.0788,6.4371,-0.6564
C1_evt_02301,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2301126.6475,2301127.5264,2301128.9296,2.2821,16.6518,2.5306,2301126.7795,2301127.6584,2301129.0616,2301126.5975,2301127.4765,2301128.8797,2301126.7659,2301127.6448,2301129.048,2301002.5495,2301987.9422,985.3927,2301,262.6846,259.6076,18.3745,10.278,2.0244
C1_evt_02302,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2302109.8125,2302111.3634,2302113.4583,3.6457,24.2408,5.313,2302109.7424,2302111.2932,2302113.3881,2302109.8424,2302111.3932,2302113.4881,2302109.8476,2302111.3985,2302113.4933,2302002.5445,2303000.1437,997.5992,2302,280.3734,276.4703,30.2246,7.9386,0.5479
C1_evt_02303,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2303107.0209,2303108.1873,2303109.8622,2.8413,26.211,5.5841,2303106.7635,2303107.9299,2303109.6047,2303107.0752,2303108.2416,2303109.9165,2303106.9541,2303108.1205,2303109.7954,2302999.1612,2304002.759,1003.5977,2303,262.922,264.755,29.1318,7.9995,0.6414
C1_evt_02304,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2304128.3438,2304129.3112,2304130.5173,2.1735,20.4097,3.9706,2304128.4778,2304129.4452,2304130.6513,2304128.4147,2304129.3821,2304130.5882,2304128.4577,2304129.4251,2304130.6312,2304002.4287,2304999.0223,996.5936,2304,308.9691,301.2296,27.3347,8.9252,2.586
C1_evt_02305,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2305119.0515,2305119.9466,2305121.0148,1.9633,21.4927,3.4297,2305119.206,2305120.1012,2305121.1693,2305118.9513,2305119.8464,2305120.9146,2305119.0151,2305119.9103,2305120.9784,2304989.4562,2305986.2035,996.7472,2305,306.351,306.3939,23.78,12.0829,2.719
C1_evt_02306,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2306122.5532,2306123.7956,2306125.6464,3.0932,29.7578,6.4804,2306122.8215,2306124.0639,2306125.9146,2306122.6466,2306123.889,2306125.7397,2306122.5447,2306123.7872,2306125.6379,2305998.3845,2306995.8506,997.4661,2306,292.3135,292.1185,39.5467,8.1023,-0.8847
C1_evt_02307,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2307144.2299,2307145.29,2307146.9908,2.7609,19.6247,4.4275,2307144.5025,2307145.5627,2307147.2634,2307144.1061,2307145.1663,2307146.867,2307144.3002,2307145.3603,2307147.0611,2307006.6723,2308001.0971,994.4248,2307,299.0437,298.354,24.4837,5.8403,0.4669
C1_evt_02308,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2308149.3682,2308150.4146,2308151.5887,2.2205,23.9339,5.5025,2308149.3731,2308150.4194,2308151.5935,2308149.2657,2308150.3121,2308151.4861,2308149.2527,2308150.2991,2308151.4732,2307998.1143,2308988.0797,989.9653,2308,324.2415,320.2076,28.9001,9.67,-0.0871
C1_evt_02309,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2309129.1306,2309130.2894,2309132.0452,2.9146,28.8304,6.2041,2309129.2853,2309130.4441,2309132.1999,2309129.1986,2309130.3574,2309132.1132,2309129.2171,2309130.3759,2309132.1316,2308999.5017,2310002.5929,1003.0912,2309,322.1759,320.1845,36.5429,8.6875,-1.2116
C1_evt_02310,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2310171.3681,2310172.9044,2310175.4177,4.0496,30.5915,5.8916,2310171.4181,2310172.9545,2310175.4677,2310171.5479,2310173.0842,2310175.5975,2310171.334,2310172.8703,2310175.3836,2309999.2429,2310993.1452,993.9023,2310,340.2994,336.2676,36.8808,8.4682,2.4401
C1_evt_02311,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2311163.7891,2311165.3521,2311167.0642,3.2752,22.1969,4.7838,2311163.6212,2311165.1842,2311166.8964,2311163.9176,2311165.4806,2311167.1928,2311163.6928,2311165.2558,2311166.968,2311009.1838,2312014.8479,1005.6642,2311,325.8686,328.171,23.4974,7.5478,2.4487
C1_evt_02312,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2312166.8001,2312167.7847,2312169.1046,2.3046,28.4858,7.6253,2312166.6937,2312167.6784,2312168.9983,2312166.6469,2312167.6315,2312168.9514,2312166.7516,2312167.7362,2312169.0562,2312005.4095,2313015.739,1010.3295,2312,336.058,336.4121,31.4229,5.3054,-1.0048
C1_evt_02313,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2313194.6562,2313195.7168,2313197.0177,2.3615,28.4601,6.5505,2313194.5554,2313195.616,2313196.9169,2313194.6341,2313195.6947,2313196.9956,2313194.7439,2313195.8045,2313197.1054,2313014.2783,2314019.5123,1005.234,2313,8.5568,12.2905,34.9871,9.3934,-3.0678
C1_evt_02314,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2314173.4775,2314174.3187,2314175.6098,2.1323,22.8567,6.3861,2314173.2702,2314174.1114,2314175.4025,2314173.631,2314174.4721,2314175.7633,2314173.5113,2314174.3524,2314175.6436,2313999.4294,2314994.0913,994.6619,2314,352.3804,350.4655,27.9506,6.3353,-2.3581
C1_evt_02315,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2315175.7752,2315177.0494,2315178.5392,2.764,23.1526,5.238,2315175.8697,2315177.1438,2315178.6337,2315175.6529,2315176.9271,2315178.4169,2315175.7372,2315177.0113,2315178.5011,2315014.2356,2316010.4722,996.2366,2315,349.8323,349.6241,30.8659,8.8065,-1.1725
C1_evt_02316,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2316196.1596,2316198.3676,2316200.8231,4.6635,21.8636,4.8269,2316196.4088,2316198.6168,2316201.0723,2316196.1455,2316198.3535,2316200.809,2316196.2784,2316198.4864,2316200.9419,2315995.6681,2316986.6325,990.9643,2316,21.5614,19.1388,26.287,8.9019,-2.9499
C1_evt_02317,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2317175.5054,2317176.3402,2317177.2744,1.769,20.7806,3.73,2317175.6978,2317176.5325,2317177.4668,2317175.3508,2317176.1855,2317177.1197,2317175.4252,2317176.2599,2317177.1942,2316997.3229,2318002.1747,1004.8518,2317,17.769,22.425,27.5318,12.8112,1.1925
C1_evt_02318,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2318240.1841,2318241.6925,2318243.7908,3.6067,25.0538,4.8853,2318240.2128,2318241.7212,2318243.8195,2318240.0648,2318241.5732,2318243.6715,2318240.176,2318241.6844,2318243.7827,2318012.2849,2319017.3453,1005.0603,2318,28.1404,25.625,31.8087,10.1758,-0.2629
C1_evt_02319,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2319197.143,2319198.8113,2319200.6602,3.5172,25.9422,4.8096,2319197.1987,2319198.8671,2319200.7159,2319197.029,2319198.6974,2319200.5463,2319197.0365,2319198.7049,2319200.5537,2318996.2997,2320006.3177,1010.018,2319,35.7363,31.4412,32.5156,9.1104,-2.4614
C1_evt_02320,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2320223.8422,2320225.4826,2320227.677,3.8348,15.5815,3.2018,2320224.056,2320225.6963,2320227.8907,2320223.7347,2320225.375,2320227.5695,2320223.8706,2320225.511,2320227.7054,2319992.7818,2320993.2219,1000.4401,2320,50.7334,48.7971,16.7307,10.3971,1.0299
C1_evt_02321,run_2026A_c1_05.csv,run_2026A_c1_05.csv,C1,2321222.1283,2321223.9086,2321225.7548,3.6264,19.7007,2.5,2321222.2718,2321224.0521,2321225.8983,2321222.1513,2321223.9316,2321225.7778,2321222.1859,2321223.9662,2321225.8124,2320994.3014,2321987.4733,993.1719,2321,46.9287,45.7348,23.6231,13.2093,-0.1027
